shipment_id,purchase_order_id,origin_country,destination_country,shipment_date,estimated_arrival_date,actual_arrival_date,shipping_method,freight_cost,import_duty,other_import_cost,shipment_status
SHIP001110,PO000750,UK,UK,2025-08-16,2025-08-18,2025-08-21,Road Freight,2984.83,0.0,234.66,Delivered
SHIP001111,PO001305,UK,UK,2025-06-25,2025-06-24,2025-06-24,Courier,3011.34,0.0,67.15,Delivered
SHIP001112,PO001783,China,UK,2025-08-11,2025-10-05,2025-10-12,Rail Freight,4651.36,891.59,169.36,Delayed
SHIP001113,PO000001,China,UK,2025-11-05,2025-12-29,2025-12-29,Sea Freight,270.54,512.76,127.06,Delivered
SHIP001114,PO001372,China,UK,2025-11-02,2025-12-01,2025-12-01,Rail Freight,3086.62,803.43,222.06,Delivered
SHIP001115,PO001169,UK,UK,2026-07-21,2026-07-21,2026-07-24,Courier,3701.11,0.0,179.04,Delivered
SHIP001116,PO001177,China,UK,2025-10-19,2025-12-05,2025-12-08,Rail Freight,2249.47,724.53,300.13,Delayed
SHIP001117,PO000088,UK,UK,2025-09-02,2025-09-02,2025-09-05,Courier,938.62,0.0,308.06,Delivered
SHIP001118,PO001363,China,UK,2025-02-03,2025-03-09,2025-03-09,Sea Freight,706.77,1040.46,237.49,Delivered
SHIP001119,PO000709,China,UK,2026-05-27,2026-07-13,2026-07-16,Rail Freight,1752.94,395.15,264.9,Delayed
SHIP001120,PO001474,UK,UK,2025-04-21,2025-04-21,2025-04-28,Road Freight,1724.17,0.0,63.82,Delivered
SHIP001121,PO001110,China,UK,2025-03-04,2025-04-26,2025-04-26,Rail Freight,4594.13,758.62,422.37,Delivered
SHIP001122,PO000808,UK,UK,2025-03-19,2025-03-24,2025-03-24,Courier,4905.87,0.0,123.01,Delivered
SHIP001123,PO001514,India,UK,2025-03-30,2025-04-19,2025-04-26,Sea Freight,2195.43,1387.47,212.26,Delivered
SHIP001124,PO001279,India,UK,2025-06-22,2025-07-22,2025-07-25,Air Freight,3072.57,182.15,351.37,Delayed
SHIP001125,PO001755,China,UK,2025-10-25,2025-12-07,2025-12-10,Air Freight,1335.94,332.15,157.72,Delayed
SHIP001126,PO001486,China,UK,2025-01-10,2025-02-26,2025-03-01,Air Freight,1985.08,1063.83,252.22,Delivered
SHIP001127,PO000425,India,UK,2025-04-25,2025-05-16,2025-05-17,Sea Freight,4823.8,1131.28,497.73,Delayed
SHIP001128,PO001729,China,UK,2026-06-15,2026-08-01,2026-08-01,Air Freight,3160.14,322.45,251.15,Delivered
SHIP001129,PO001295,India,UK,2026-03-17,2026-04-12,2026-04-12,Sea Freight,3338.34,768.48,433.41,Delivered
SHIP001130,PO001337,China,UK,2025-03-18,2025-05-02,2025-05-03,Air Freight,3745.81,1498.19,223.68,Delivered
SHIP001131,PO000111,China,UK,2026-05-19,2026-07-02,2026-07-05,Air Freight,4498.34,784.88,226.08,Delayed
SHIP001132,PO000721,China,UK,2025-05-12,2025-06-19,2025-06-19,Rail Freight,2631.26,1065.35,389.72,Delivered
SHIP001133,PO001302,India,UK,2026-02-23,2026-03-17,2026-03-17,Sea Freight,2959.99,420.7,164.98,Delivered
SHIP001134,PO000869,India,UK,2026-01-18,2026-02-15,2026-02-15,Air Freight,4043.97,1044.8,261.98,Delivered
SHIP001135,PO000068,UK,UK,2025-07-26,2025-08-01,2025-08-01,Road Freight,3619.35,0.0,349.35,Delivered
SHIP001136,PO000897,India,UK,2025-02-17,2025-03-24,2025-03-24,Air Freight,2278.76,1163.55,362.77,Delivered
SHIP001137,PO001890,China,UK,2026-07-08,2026-08-08,2026-08-09,Sea Freight,3312.29,1044.19,395.05,Delayed
SHIP001138,PO000235,India,UK,2025-04-16,2025-05-06,2025-05-06,Air Freight,678.72,563.89,314.05,Delivered
SHIP001139,PO000154,UK,UK,2025-03-06,2025-03-04,2025-03-05,Courier,4588.53,0.0,198.08,Delivered
SHIP001140,PO001155,China,UK,2026-05-19,2026-06-30,2026-07-07,Air Freight,548.18,149.09,116.42,Delivered
SHIP001141,PO000393,China,UK,2025-06-04,2025-07-10,2025-07-10,Air Freight,3973.32,576.68,239.52,Delivered
SHIP001142,PO001417,UK,UK,2025-03-03,2025-03-05,2025-03-05,Road Freight,265.84,0.0,439.42,Delivered
SHIP001143,PO001993,China,UK,2025-04-07,2025-06-01,2025-06-04,Sea Freight,1293.43,400.02,167.04,Delivered
SHIP001144,PO001912,India,UK,2026-01-14,2026-02-08,2026-02-08,Air Freight,127.91,1438.12,376.72,Delivered
SHIP001145,PO001601,India,UK,2026-03-17,2026-04-10,2026-04-10,Air Freight,4819.13,427.5,80.48,Delivered
SHIP001146,PO001306,China,UK,2026-04-04,2026-05-08,2026-05-11,Sea Freight,4957.67,841.06,380.22,Delayed
SHIP001147,PO000010,India,UK,2026-02-17,2026-03-16,2026-03-17,Air Freight,755.03,768.77,230.96,Delayed
SHIP001148,PO000474,China,UK,2025-10-02,2025-11-16,2025-11-16,Air Freight,2603.17,642.28,52.07,Delivered
SHIP001149,PO000741,India,UK,2026-02-09,2026-03-12,2026-03-13,Sea Freight,3071.73,1350.39,162.5,Delayed
SHIP001150,PO000270,China,UK,2025-10-20,2025-11-28,2025-11-28,Air Freight,4572.74,340.03,358.33,Delivered
SHIP001151,PO000931,China,UK,2025-02-10,2025-03-27,2025-03-27,Air Freight,1749.14,1434.09,61.29,Delivered
SHIP001152,PO000410,India,UK,2026-02-08,2026-03-05,2026-03-05,Air Freight,4809.63,247.09,79.2,Delivered
SHIP001153,PO000958,India,UK,2026-03-20,2026-04-09,2026-04-09,Sea Freight,1582.18,1340.81,194.9,Delivered
SHIP001154,PO000976,China,UK,2026-02-12,2026-03-14,2026-03-21,Sea Freight,2774.99,1229.54,392.14,Delivered
SHIP001155,PO001706,India,UK,2025-03-20,2025-04-15,2025-04-18,Air Freight,1340.41,737.23,292.62,Delayed
SHIP001156,PO001235,China,UK,2025-02-20,2025-04-03,2025-04-06,Rail Freight,1447.71,1401.72,223.77,Delayed
SHIP001157,PO000485,India,UK,2025-01-20,2025-02-27,2025-02-27,Air Freight,4194.82,639.82,50.81,Delivered
SHIP001158,PO001269,China,UK,2025-07-05,2025-08-27,2025-08-27,Rail Freight,2749.03,251.68,126.69,Delivered
SHIP001159,PO001015,China,UK,2025-07-06,2025-08-27,2025-08-28,Sea Freight,4646.62,1475.51,174.96,Delivered
SHIP001160,PO000527,UK,UK,2025-07-25,2025-07-27,2025-07-30,Road Freight,3304.06,0.0,476.47,Delayed
SHIP001161,PO000776,India,UK,2025-11-02,2025-12-03,2025-12-03,Air Freight,4357.71,950.52,416.73,Delivered
SHIP001162,PO001851,China,UK,2026-01-24,2026-03-20,2026-03-23,Air Freight,1782.06,562.7,120.28,Delivered
SHIP001163,PO000914,India,UK,2025-07-15,2025-08-16,2025-08-16,Air Freight,4320.99,511.49,409.53,Delivered
SHIP001164,PO000767,UK,UK,2026-06-03,2026-06-02,2026-06-02,Road Freight,2378.87,0.0,403.9,Delivered
SHIP001165,PO000566,China,UK,2026-03-31,2026-05-07,2026-05-07,Sea Freight,2965.54,1430.11,386.7,Delivered
SHIP001166,PO000730,China,UK,2026-06-05,2026-07-15,2026-07-15,Rail Freight,3801.14,591.58,258.02,Delivered
SHIP001167,PO001429,China,UK,2026-03-05,2026-05-01,2026-05-02,Rail Freight,724.39,293.33,329.96,Delayed
SHIP001168,PO001935,UK,UK,2026-03-27,2026-03-31,2026-04-03,Road Freight,3234.47,0.0,491.84,Delayed
SHIP001169,PO001217,China,UK,2025-06-11,2025-07-18,2025-07-19,Rail Freight,1332.65,407.77,138.6,Delayed
SHIP001170,PO001094,India,UK,2026-02-23,2026-04-01,2026-04-01,Sea Freight,4521.47,703.76,128.65,Delivered
SHIP001171,PO000392,China,UK,2026-02-03,2026-03-04,2026-03-04,Sea Freight,3103.84,1474.23,421.58,Delivered
SHIP001172,PO000700,China,UK,2025-09-14,2025-10-21,2025-10-28,Air Freight,1045.68,216.93,380.6,Delivered
SHIP001173,PO001525,UK,UK,2025-04-25,2025-04-25,2025-04-25,Road Freight,387.17,0.0,176.08,Delivered
SHIP001174,PO000375,India,UK,2026-05-03,2026-05-29,2026-05-29,Sea Freight,846.62,134.57,299.42,Delivered
SHIP001175,PO001024,India,UK,2026-04-16,2026-05-12,2026-05-15,Sea Freight,3269.53,655.2,368.79,Delivered
SHIP001176,PO000822,China,UK,2026-02-05,2026-03-12,2026-03-12,Rail Freight,4416.41,401.82,62.3,Delivered
SHIP001177,PO000771,India,UK,2025-06-09,2025-07-10,2025-07-10,Air Freight,4658.65,1030.22,309.43,Delivered
SHIP001178,PO001098,China,UK,2025-04-04,2025-05-14,2025-05-21,Rail Freight,1655.09,1258.48,59.44,Delayed
SHIP001179,PO001027,UK,UK,2025-03-08,2025-03-14,2025-03-14,Courier,2487.57,0.0,180.94,Delivered
SHIP001180,PO001524,China,UK,2025-03-14,2025-05-06,2025-05-07,Air Freight,4493.82,122.66,286.19,Delivered
SHIP001181,PO001484,UK,UK,2025-07-23,2025-07-21,2025-07-21,Courier,1879.65,0.0,329.81,Delivered
SHIP001182,PO001523,China,UK,2026-05-18,2026-07-13,2026-07-13,Air Freight,3057.15,998.46,288.13,Delivered
SHIP001183,PO001488,India,UK,2026-01-25,2026-02-13,2026-02-13,Sea Freight,4455.92,748.15,409.71,Delivered
SHIP001184,PO001693,China,UK,2026-02-04,2026-03-29,2026-03-30,Air Freight,2266.17,277.5,274.5,Delayed
SHIP001185,PO001719,China,UK,2025-01-09,2025-02-19,2025-02-19,Air Freight,1595.67,858.52,494.87,Delivered
SHIP001186,PO000934,China,UK,2026-01-20,2026-02-20,2026-02-20,Sea Freight,803.95,350.07,366.94,Delivered
SHIP001187,PO000085,China,UK,2026-04-17,2026-05-28,2026-05-29,Air Freight,2595.28,798.47,136.13,Delivered
SHIP001188,PO001245,China,UK,2026-05-12,2026-06-27,2026-06-27,Rail Freight,3569.05,1252.76,242.47,Delivered
SHIP001189,PO000853,China,UK,2025-08-06,2025-10-01,2025-10-02,Air Freight,142.64,1459.04,64.16,Delivered
SHIP001190,PO001283,India,UK,2025-02-13,2025-03-13,2025-03-13,Air Freight,3374.74,857.64,334.71,Delivered
SHIP001191,PO000704,India,UK,2026-02-13,2026-03-15,2026-03-16,Sea Freight,4428.15,221.18,460.84,Delayed
SHIP001192,PO001531,China,UK,2025-09-28,2025-11-10,2025-11-10,Air Freight,3346.6,1158.63,346.23,Delivered
SHIP001193,PO000063,China,UK,2025-05-10,2025-06-30,2025-06-30,Sea Freight,4057.55,744.69,268.69,Delivered
SHIP001194,PO000141,China,UK,2026-06-28,2026-08-01,2026-08-08,Air Freight,2807.64,727.38,209.03,Delivered
SHIP001195,PO001211,China,UK,2026-04-19,2026-05-22,2026-05-22,Sea Freight,2246.77,445.93,473.19,Delivered
SHIP001196,PO000987,China,UK,2026-06-23,2026-08-10,2026-08-10,Rail Freight,341.17,1297.15,197.45,Delivered
SHIP001197,PO001684,India,UK,2025-06-26,2025-07-24,2025-07-24,Air Freight,640.81,1154.85,253.45,Delivered
SHIP001198,PO000866,UK,UK,2025-03-15,2025-03-18,2025-03-18,Road Freight,4981.94,0.0,178.79,Delivered
SHIP001199,PO000530,China,UK,2025-04-29,2025-06-03,2025-06-03,Air Freight,4951.6,567.24,337.96,Delivered
SHIP001200,PO001778,India,UK,2025-08-03,2025-08-31,2025-09-01,Air Freight,4217.21,318.32,66.55,Delivered
SHIP001201,PO000365,China,UK,2025-01-31,2025-03-22,2025-03-22,Air Freight,4534.06,955.28,221.55,Delivered
SHIP001202,PO000407,India,UK,2026-03-05,2026-03-29,2026-04-05,Sea Freight,2296.36,903.62,370.64,Delayed
SHIP001203,PO001085,China,UK,2026-03-27,2026-05-02,2026-05-02,Rail Freight,1809.61,862.07,118.79,Delivered
SHIP001204,PO000944,UK,UK,2026-06-13,2026-06-15,2026-06-15,Courier,4068.99,0.0,205.79,Delivered
SHIP001205,PO000871,China,UK,2026-03-17,2026-05-05,2026-05-05,Sea Freight,1214.12,1268.69,276.72,Delivered
SHIP001206,PO001893,China,UK,2025-07-22,2025-08-22,2025-08-23,Rail Freight,1797.71,1161.31,407.53,Delayed
SHIP001207,PO000501,UK,UK,2026-06-27,2026-06-26,2026-06-26,Courier,1736.89,0.0,258.45,Delivered
SHIP001208,PO001609,China,UK,2025-04-06,2025-05-16,2025-05-16,Rail Freight,3414.07,1452.62,55.88,Delivered
SHIP001209,PO001393,China,UK,2025-04-27,2025-06-23,2025-06-23,Rail Freight,1416.47,618.89,427.28,Delivered
SHIP001210,PO000685,China,UK,2025-12-27,2026-02-13,2026-02-16,Sea Freight,884.82,1488.4,408.71,Delivered
SHIP001211,PO000181,China,UK,2026-04-06,2026-05-13,2026-05-13,Air Freight,1162.85,232.08,105.12,Delivered
SHIP001212,PO001221,UK,UK,2026-03-14,2026-03-11,2026-03-11,Courier,4911.87,0.0,161.11,Delivered
SHIP001213,PO000044,China,UK,2026-06-14,2026-07-19,2026-07-19,Rail Freight,3860.69,1082.37,71.09,Delivered
SHIP001214,PO000746,China,UK,2026-01-14,2026-02-17,2026-02-20,Rail Freight,4315.21,514.37,178.43,Delayed
SHIP001215,PO000096,China,UK,2025-02-11,2025-03-26,2025-03-26,Sea Freight,2276.29,580.88,135.52,Delivered
SHIP001216,PO001936,India,UK,2026-01-13,2026-01-31,2026-01-31,Air Freight,1410.67,1253.89,466.75,Delivered
SHIP001217,PO001278,China,UK,2025-03-04,2025-04-29,2025-04-29,Sea Freight,4159.6,192.11,334.17,Delivered
SHIP001218,PO000923,China,UK,2025-11-22,2025-12-29,2026-01-01,Sea Freight,3744.57,407.36,80.57,Delivered
SHIP001219,PO001348,China,UK,2026-07-22,2026-09-18,2026-09-19,Rail Freight,2655.21,470.69,219.66,Delivered
SHIP001220,PO001161,UK,UK,2026-07-15,2026-07-21,2026-07-22,Road Freight,3111.83,0.0,205.85,Delivered
SHIP001221,PO001227,China,UK,2026-04-10,2026-05-28,2026-05-29,Rail Freight,917.07,1337.77,75.09,Delayed
SHIP001222,PO001360,India,UK,2025-03-06,2025-04-09,2025-04-09,Air Freight,4307.88,131.5,294.94,Delivered
SHIP001223,PO001956,China,UK,2025-10-30,2025-12-14,2025-12-21,Rail Freight,323.93,463.59,193.8,Delivered
SHIP001224,PO000525,China,UK,2025-06-03,2025-07-18,2025-07-21,Sea Freight,3080.34,595.52,348.41,Delivered
SHIP001225,PO000356,India,UK,2025-09-17,2025-10-09,2025-10-09,Sea Freight,2584.07,865.69,475.55,Delivered
SHIP001226,PO001261,India,UK,2025-06-04,2025-07-01,2025-07-01,Air Freight,4814.8,936.03,272.6,Delivered
SHIP001227,PO000034,UK,UK,2025-06-04,2025-06-10,2025-06-10,Courier,4948.5,0.0,428.76,Delivered
SHIP001228,PO001290,India,UK,2025-07-27,2025-08-25,2025-08-26,Air Freight,4648.82,1469.44,149.94,Delayed
SHIP001229,PO001321,China,UK,2025-08-21,2025-10-03,2025-10-17,Rail Freight,1852.64,1331.56,405.31,Delayed
SHIP001230,PO001824,India,UK,2026-03-07,2026-04-07,2026-04-08,Sea Freight,657.1,905.94,216.26,Delivered
SHIP001231,PO001000,China,UK,2025-01-21,2025-03-04,2025-03-04,Air Freight,4884.59,1042.06,325.87,Delivered
SHIP001232,PO000178,India,UK,2026-07-01,2026-07-24,2026-07-24,Sea Freight,3549.59,782.81,386.02,Delivered
SHIP001233,PO001401,China,UK,2025-02-12,2025-03-31,2025-04-03,Air Freight,809.74,1104.01,143.13,Delayed
SHIP001234,PO001270,India,UK,2025-08-10,2025-09-01,2025-09-08,Sea Freight,3012.22,1114.53,419.5,Delayed
SHIP001235,PO000962,China,UK,2025-11-09,2025-12-30,2026-01-02,Rail Freight,1282.2,1247.86,259.95,Delayed
SHIP001236,PO000517,UK,UK,2025-12-27,2025-12-27,2025-12-30,Road Freight,713.47,0.0,317.83,Delivered
SHIP001237,PO001009,UK,UK,2025-02-16,2025-02-17,2025-02-17,Road Freight,2017.68,0.0,69.9,Delivered
SHIP001238,PO001165,China,UK,2025-07-15,2025-09-02,2025-09-05,Sea Freight,1510.68,816.0,341.4,Delayed
SHIP001239,PO001095,UK,UK,2026-07-19,2026-07-14,2026-07-21,Road Freight,1514.47,0.0,305.3,Delayed
SHIP001240,PO000616,UK,UK,2026-02-25,2026-02-28,2026-03-01,Road Freight,723.26,0.0,97.82,Delayed
SHIP001241,PO000787,China,UK,2025-08-18,2025-10-01,2025-10-01,Rail Freight,3846.05,1006.23,99.53,Delivered
SHIP001242,PO000690,China,UK,2025-12-31,2026-01-30,2026-01-31,Rail Freight,2523.15,829.28,102.55,Delivered
SHIP001243,PO000247,UK,UK,2025-09-18,2025-09-14,2025-09-15,Road Freight,1321.31,0.0,83.8,Delayed
SHIP001244,PO000768,UK,UK,2026-05-01,2026-05-04,2026-05-04,Road Freight,3952.44,0.0,314.38,Delivered
SHIP001245,PO001988,India,UK,2025-12-05,2026-01-02,2026-01-02,Air Freight,775.43,170.77,175.04,Delivered
SHIP001246,PO001634,India,UK,2025-04-22,2025-05-20,2025-05-20,Air Freight,3184.95,412.37,492.78,Delivered
SHIP001247,PO001228,China,UK,2025-07-02,2025-08-06,2025-08-06,Rail Freight,3365.96,868.24,209.38,Delivered
SHIP001248,PO001467,India,UK,2025-02-08,2025-03-08,2025-03-11,Air Freight,3132.33,287.34,326.83,Delivered
SHIP001249,PO001421,China,UK,2026-03-05,2026-04-21,2026-04-21,Air Freight,4292.55,982.81,310.54,Delivered
SHIP001250,PO001630,China,UK,2026-01-28,2026-02-25,2026-03-04,Sea Freight,3944.08,991.41,171.55,Delayed
SHIP001251,PO000988,India,UK,2025-07-05,2025-08-01,2025-08-01,Air Freight,1737.71,138.57,347.12,Delivered
SHIP001252,PO001282,China,UK,2025-08-07,2025-10-01,2025-10-04,Rail Freight,1686.81,695.17,468.4,Delayed
SHIP001253,PO001130,India,UK,2026-02-10,2026-03-09,2026-03-09,Sea Freight,1957.49,1156.89,367.09,Delivered
SHIP001254,PO000115,India,UK,2025-04-22,2025-05-21,2025-05-21,Sea Freight,4749.15,301.12,201.69,Delivered
SHIP001255,PO001540,China,UK,2025-05-28,2025-06-26,2025-07-03,Sea Freight,430.56,1067.02,188.54,Delivered
SHIP001256,PO000597,China,UK,2025-01-11,2025-03-01,2025-03-01,Sea Freight,3025.96,844.48,219.31,Delivered
SHIP001257,PO001239,China,UK,2025-03-03,2025-04-01,2025-04-01,Sea Freight,2622.25,228.13,364.04,Delivered
SHIP001258,PO001247,China,UK,2025-06-02,2025-07-18,2025-07-18,Air Freight,4357.53,257.25,483.69,Delivered
SHIP001259,PO000940,UK,UK,2025-05-05,2025-05-08,2025-05-15,Road Freight,2862.13,0.0,349.64,Delivered
SHIP001260,PO001002,China,UK,2026-03-11,2026-04-27,2026-04-30,Sea Freight,683.29,604.8,71.4,Delivered
SHIP001261,PO001112,China,UK,2025-11-05,2025-12-11,2025-12-14,Rail Freight,2770.52,858.67,284.11,Delivered
SHIP001262,PO001349,India,UK,2026-04-16,2026-05-19,2026-06-02,Sea Freight,784.72,1368.35,445.51,Delayed
SHIP001263,PO001368,China,UK,2025-07-07,2025-08-10,2025-08-13,Rail Freight,1871.48,461.42,210.66,Delivered
SHIP001264,PO001443,India,UK,2025-11-01,2025-11-25,2025-11-25,Sea Freight,2834.48,548.46,383.17,Delivered
SHIP001265,PO000933,UK,UK,2025-01-11,2025-01-16,2025-01-17,Road Freight,4368.73,0.0,483.32,Delayed
SHIP001266,PO001673,China,UK,2025-01-31,2025-03-12,2025-03-12,Air Freight,660.15,356.68,398.64,Delivered
SHIP001267,PO000894,China,UK,2025-12-23,2026-01-24,2026-01-27,Air Freight,4336.27,476.72,402.66,Delayed
SHIP001268,PO000770,UK,UK,2026-02-01,2026-02-04,2026-02-05,Courier,1403.98,0.0,92.63,Delivered
SHIP001269,PO000751,China,UK,2025-02-05,2025-03-30,2025-04-06,Air Freight,2130.27,1402.29,496.44,Delivered
SHIP001270,PO000479,India,UK,2026-03-06,2026-03-28,2026-04-04,Sea Freight,1296.15,1119.36,261.23,Delivered
SHIP001271,PO000279,India,UK,2026-01-17,2026-02-18,2026-02-18,Air Freight,2997.32,929.28,140.7,Delivered
SHIP001272,PO000081,India,UK,2026-04-20,2026-05-18,2026-05-18,Air Freight,747.01,1126.39,493.22,Delivered
SHIP001273,PO001659,India,UK,2026-06-20,2026-07-21,2026-07-22,Air Freight,3402.48,1336.02,175.26,Delayed
SHIP001274,PO000469,China,UK,2025-11-23,2025-12-31,2025-12-31,Rail Freight,4645.77,907.53,442.77,Delivered
SHIP001275,PO000416,China,UK,2025-10-29,2025-12-09,2025-12-09,Rail Freight,2628.79,467.82,345.81,Delivered
SHIP001276,PO000185,China,UK,2025-09-17,2025-10-31,2025-11-01,Rail Freight,3973.17,729.22,256.9,Delayed
SHIP001277,PO001106,UK,UK,2025-04-13,2025-04-13,2025-04-20,Courier,1806.99,0.0,97.73,Delayed
SHIP001278,PO001739,China,UK,2026-07-27,2026-09-19,2026-09-19,Sea Freight,221.23,839.74,136.19,Delivered
SHIP001279,PO001397,India,UK,2026-02-02,2026-02-24,2026-02-25,Air Freight,3990.38,497.91,160.54,Delayed
SHIP001280,PO001973,China,UK,2026-01-15,2026-02-18,2026-02-18,Air Freight,991.06,1199.72,229.88,Delivered
SHIP001281,PO000626,China,UK,2026-04-09,2026-06-03,2026-06-04,Air Freight,318.29,1334.22,431.94,Delivered
SHIP001282,PO000067,India,UK,2025-09-26,2025-10-24,2025-10-25,Air Freight,447.88,892.21,383.18,Delivered
SHIP001283,PO000919,China,UK,2025-11-30,2026-01-18,2026-01-18,Sea Freight,2635.41,324.1,55.97,Delivered
SHIP001284,PO001487,China,UK,2025-07-09,2025-08-25,2025-08-25,Rail Freight,746.27,742.07,455.77,Delivered
SHIP001285,PO001878,China,UK,2025-01-06,2025-02-18,2025-02-25,Rail Freight,3984.41,1301.84,409.71,Delivered
SHIP001286,PO000294,China,UK,2025-09-06,2025-10-09,2025-10-12,Sea Freight,360.83,183.13,365.57,Delivered
SHIP001287,PO000042,India,UK,2025-01-29,2025-02-21,2025-02-21,Sea Freight,3128.71,699.48,223.69,Delivered
SHIP001288,PO001515,China,UK,2025-08-04,2025-09-18,2025-09-18,Rail Freight,3175.51,738.5,218.36,Delivered
SHIP001289,PO000695,China,UK,2025-11-21,2026-01-15,2026-01-22,Sea Freight,2473.47,961.27,466.47,Delayed
SHIP001290,PO001955,China,UK,2025-11-29,2026-01-05,2026-01-05,Rail Freight,2397.45,452.74,103.44,Delivered
SHIP001291,PO001441,China,UK,2025-09-15,2025-10-27,2025-10-27,Sea Freight,3991.6,1023.1,360.09,Delivered
SHIP001292,PO001034,China,UK,2026-05-25,2026-07-02,2026-07-02,Sea Freight,3763.61,1167.38,80.05,Delivered
SHIP001293,PO001570,India,UK,2026-04-20,2026-05-16,2026-05-17,Sea Freight,3556.65,929.33,119.59,Delayed
SHIP001294,PO000774,China,UK,2025-03-07,2025-04-17,2025-04-20,Sea Freight,2610.64,654.6,277.88,Delivered
SHIP001295,PO000201,UK,UK,2025-09-29,2025-09-29,2025-09-30,Courier,4782.6,0.0,340.76,Delayed
SHIP001296,PO000970,UK,UK,2026-01-20,2026-01-20,2026-01-23,Courier,4388.57,0.0,68.06,Delivered
SHIP001297,PO000481,India,UK,2026-06-11,2026-07-08,2026-07-09,Sea Freight,985.47,1264.77,109.57,Delayed
SHIP001298,PO000708,India,UK,2025-12-15,2026-01-11,2026-01-11,Sea Freight,3963.25,1480.85,148.1,Delivered
SHIP001299,PO000798,China,UK,2025-06-07,2025-07-12,2025-07-12,Rail Freight,2938.25,1466.69,298.68,Delivered
SHIP001300,PO001812,India,UK,2025-05-06,2025-05-26,2025-06-09,Sea Freight,1114.79,1404.6,415.26,Delivered
SHIP001301,PO000764,UK,UK,2026-04-24,2026-04-22,2026-04-23,Courier,692.71,0.0,409.86,Delivered
SHIP001302,PO000433,India,UK,2026-02-15,2026-03-15,2026-03-15,Air Freight,3121.73,324.3,468.48,Delivered
SHIP001303,PO001166,China,UK,2025-04-06,2025-05-24,2025-05-27,Air Freight,696.15,1499.8,96.48,Delayed
SHIP001304,PO000868,India,UK,2025-01-11,2025-02-05,2025-02-05,Sea Freight,2210.56,232.42,276.8,Delivered
SHIP001305,PO001909,India,UK,2026-01-22,2026-02-20,2026-02-20,Air Freight,4404.17,305.58,462.3,Delivered
SHIP001306,PO000648,China,UK,2026-04-18,2026-05-26,2026-05-29,Air Freight,3208.14,1316.32,365.64,Delivered
SHIP001307,PO000121,UK,UK,2025-10-11,2025-10-14,2025-10-17,Courier,960.8,0.0,116.32,Delivered
SHIP001308,PO000440,UK,UK,2025-02-25,2025-02-23,2025-02-24,Road Freight,4964.45,0.0,131.61,Delivered
SHIP001309,PO001910,India,UK,2025-10-26,2025-11-22,2025-11-23,Air Freight,3498.11,1230.72,299.76,Delivered
SHIP001310,PO001026,China,UK,2025-12-18,2026-01-25,2026-01-25,Air Freight,401.89,1481.61,378.04,Delivered
SHIP001311,PO000635,China,UK,2025-07-12,2025-08-30,2025-08-30,Sea Freight,4970.26,870.67,57.65,Delivered
SHIP001312,PO001917,China,UK,2026-05-28,2026-07-10,2026-07-10,Air Freight,3392.11,1116.86,467.18,Delivered
SHIP001313,PO000095,China,UK,2025-10-23,2025-11-25,2025-11-26,Air Freight,4868.72,258.51,169.25,Delayed
SHIP001314,PO000892,China,UK,2025-03-09,2025-04-24,2025-04-24,Rail Freight,4840.22,302.34,106.43,Delivered
SHIP001315,PO001519,China,UK,2025-09-03,2025-10-28,2025-10-29,Sea Freight,160.23,954.55,347.37,Delivered
SHIP001316,PO001951,UK,UK,2025-07-31,2025-08-04,2025-08-07,Road Freight,772.9,0.0,138.12,Delayed
SHIP001317,PO000790,UK,UK,2026-04-20,2026-04-25,2026-04-26,Road Freight,3884.44,0.0,72.44,Delayed
SHIP001318,PO000524,India,UK,2025-11-19,2025-12-15,2025-12-15,Sea Freight,2241.76,1103.83,177.33,Delivered
SHIP001319,PO001351,UK,UK,2025-04-26,2025-05-02,2025-05-02,Courier,2552.39,0.0,104.73,Delivered
SHIP001320,PO000014,China,UK,2026-05-29,2026-07-05,2026-07-08,Air Freight,3938.97,642.86,307.27,Delayed
SHIP001321,PO000417,China,UK,2026-01-25,2026-03-03,2026-03-03,Sea Freight,1387.58,1093.56,295.5,Delivered
SHIP001322,PO000300,China,UK,2025-01-16,2025-02-21,2025-02-21,Rail Freight,2451.8,263.04,187.42,Delivered
SHIP001323,PO001131,India,UK,2026-07-21,2026-08-11,2026-08-12,Sea Freight,3958.4,1089.96,224.18,Delayed
SHIP001324,PO001264,China,UK,2025-10-03,2025-11-26,2025-11-29,Air Freight,3262.51,997.88,181.48,Delayed
SHIP001325,PO001749,India,UK,2025-10-08,2025-11-07,2025-11-07,Sea Freight,567.8,716.78,223.67,Delivered
SHIP001326,PO000723,India,UK,2025-08-14,2025-09-04,2025-09-07,Air Freight,2848.98,392.47,283.22,Delayed
SHIP001327,PO001633,India,UK,2025-10-24,2025-12-01,2025-12-02,Sea Freight,1936.38,1043.7,422.89,Delivered
SHIP001328,PO001875,India,UK,2026-01-10,2026-02-05,2026-02-05,Sea Freight,489.93,117.47,334.63,Delivered
SHIP001329,PO000722,China,UK,2026-06-19,2026-08-14,2026-08-14,Air Freight,3892.73,1107.22,330.74,Delivered
SHIP001330,PO000896,China,UK,2025-01-20,2025-03-18,2025-03-18,Air Freight,153.5,886.81,339.98,Delivered
SHIP001331,PO000168,UK,UK,2025-09-23,2025-09-24,2025-09-24,Courier,3592.4,0.0,395.7,Delivered
